study,within_r_temp
bmrk3pain,0.210473010833686
bmrk3pain,0.503397003077852
bmrk3pain,0.274370409993503
bmrk3pain,0.621815238882415
bmrk3pain,0.537178383637841
bmrk3pain,0.419282136694276
bmrk3pain,0.587857616327223
bmrk3pain,0.236583639880894
bmrk3pain,0.284504355817354
bmrk3pain,0.134924682187111
bmrk3pain,0.347483799683623
bmrk3pain,0.123844909528474
bmrk3pain,0.120948752551065
bmrk3pain,-0.199493033562397
bmrk3pain,0.136250232158377
bmrk3pain,0.372692652324561
bmrk3pain,0.500612237563098
bmrk3pain,0.141346565632557
bmrk3pain,0.498307040786506
bmrk3pain,-0.0668357260917408
bmrk3pain,0.318086825218318
bmrk3pain,-0.221141437394446
bmrk3pain,0.37156621644334
bmrk3pain,0.601960458975579
bmrk3pain,0.122639791529344
bmrk3pain,0.369875869248845
bmrk3pain,-0.309963893216573
bmrk3pain,0.134383526289541
bmrk3pain,-0.0725771110070049
bmrk3pain,0.599397415712982
bmrk3pain,0.44484031324287
bmrk3pain,0.313568378847381
bmrk3pain,0.462569160950816
bmrk4,0.43482946262702
bmrk4,0.384705378555282
bmrk4,0.46586576971561
bmrk4,0.394463621555757
bmrk4,0.110839053073312
bmrk4,0.539158272974937
bmrk4,0.401572186940293
bmrk4,-0.0412189791584772
bmrk4,0.336675143743627
bmrk4,0.330584997086177
bmrk4,0.106314931753927
bmrk4,0.108095101373401
bmrk4,0.402674364623718
bmrk4,0.384511060242992
bmrk4,0.295542585237716
bmrk4,0.490499079350639
bmrk4,0.366124831040801
bmrk4,0.0641506858645238
bmrk4,0.216493355287607
bmrk4,0.387620745492631
bmrk4,0.429549709213775
bmrk4,0.129954562372547
bmrk4,0.12560848814894
bmrk4,0.394528412199088
bmrk4,0.256742115508569
bmrk4,0.300840020327961
bmrk4,0.363830077874163
bmrk4,0.317309340376175
bmrk5pain_xc,0.465888566815779
bmrk5pain_xc,0.428218501920663
bmrk5pain_xc,0.482938112844771
bmrk5pain_xc,0.404520914788527
bmrk5pain_xc,0.0801492765314316
bmrk5pain_xc,0.0482475326708853
bmrk5pain_xc,0.144413107147927
bmrk5pain_xc,0.382468532478383
bmrk5pain_xc,-0.0663039370130015
bmrk5pain_xc,-0.234681461873159
bmrk5pain_xc,0.771592694547471
bmrk5pain_xc,0.0346692285813677
bmrk5pain_xc,0.31016794374906
bmrk5pain_xc,0.24029158232139
bmrk5pain_xc,0.353709680318286
bmrk5pain_xc,0.32793894442542
bmrk5pain_xc,0.403334159825184
bmrk5pain_xc,0.399770816014322
bmrk5pain_xc,-0.0854194413035124
bmrk5pain_xc,0.154373954876657
bmrk5pain_xc,0.364318512040052
bmrk5pain_xc,0.393334092776086
bmrk5pain_xc,0.1972601435885
bmrk5pain_xc,0.377481843637684
bmrk5pain_xc,-0.245379433859344
bmrk5pain_xc,0.347928855024715
bmrk5pain_xc,-0.128864265998011
bmrk5pain_xc,-0.0567981101539579
bmrk5pain_xc,0.239845587379152
bmrk5pain_xc,0.536280777912426
bmrk5pain_xc,-0.299965269214291
bmrk5pain_xc,0.217070585165133
bmrk5pain_xc,-0.030055550553445
bmrk5pain_xc,-0.101337962324275
bmrk5pain_xc,0.196812834973853
bmrk5pain_xc,0.270047830722003
bmrk5pain_xc,0.456893084226161
bmrk5pain_xc,0.292941701272765
bmrk5pain_xc,0.538523318164742
bmrk5pain_xc,0.349175858119852
bmrk5pain_xc,-0.0438541157942417
bmrk5pain_xc,0.166481089413784
bmrk5pain_xc,-0.0956682132278016
bmrk5pain_xc,0.0685065794063218
bmrk5pain_xc,-0.194440721879891
bmrk5pain_xc,0.393239588176273
bmrk5pain_xc,0.0651137936977381
bmrk5pain_xc,-0.0498698794768156
bmrk5pain_xc,0.0187239143902074
bmrk5pain_xc,0.265558451143364
bmrk5pain_xc,0.345488423852897
bmrk5pain_xc,0.227593993127751
bmrk5pain_xc,0.487551410815176
bmrk5pain_xc,0.488934551389601
bmrk5pain_xc,0.251338888447171
bmrk5pain_xc,-0.021244179288335
bmrk5pain_xc,0.202246506074313
bmrk5pain_xc,0.496918008678513
bmrk5pain_xc,0.492647892249124
bmrk5pain_xc,0.433596649462392
bmrk5pain_xc,0.308175105006845
bmrk5pain_xc,-0.322251962556333
bmrk5pain_xc,0.326468357488602
bmrk5pain_xc,0.0322771419097469
bmrk5pain_xc,0.580308970720601
bmrk5pain_xc,0.156159489367266
bmrk5pain_xc,0.60298114667146
bmrk5pain_xc,0.366938636791503
bmrk5pain_xc,0.236951769137251
bmrk5pain_xc,0.117156579491357
bmrk5pain_xc,0.324371247373645
bmrk5pain_xc,0.514100481782341
bmrk5pain_xc,0.294118097090552
bmrk5pain_xc,-0.00588874551246222
bmrk5pain_xc,0.0726609793503169
bmrk5pain_xc,-0.345758607796499
bmrk5pain_xc,0.607950148114627
bmrk5pain_xc,0.21128736666675
bmrk5pain_xc,0.403590882334749
bmrk5pain_xc,0.162318331914598
bmrk5pain_xc,0.23198135825414
bmrk5pain_xc,0.139754954221146
bmrk5pain_xc,0.217578619271936
bmrk5pain_xc,0.244592553704527
bmrk5pain_xc,0.375175059104641
bmrk5pain_xc,0.211577369663484
bmrk5pain_xc,0.00413609767556982
bmrk5pain_xc,0.0331499642850831
bmrk5pain_xc,0.228752475490426
bmrk5pain_xc,0.575160712366847
bmrk5pain_xc,0.290483049091378
bmrk5pain_xc,0.303920866762868
exp,0.599447274170684
exp,0.60169523228914
exp,0.267635211512339
exp,0.182936362863116
exp,0.250864337656161
exp,0.4634110073623
exp,0.194307291646948
exp,0.294464096437859
exp,0.345452230275371
exp,0.275164331776208
exp,-0.0951682641333065
exp,0.331599464925297
exp,0.0474002802028761
exp,0.45813176578592
exp,0.158325102829539
exp,0.466076163425128
exp,0.437345929680037
ie,0.60156348545835
ie,0.769439387236279
ie,0.468238601056865
ie,0.616654242303023
ie,0.525845915736855
ie,0.412686581371876
ie,0.637051571630297
ie,0.319411188273299
ie,0.376283319113979
ie,0.684948792229188
ie,0.214882803911962
ie,0.441155700756279
ie,0.199029345435337
ie,0.560635543772411
ie,0.482714519122694
ie,0.434110189257669
ie,0.603247743490034
ie,0.560492715650872
ie,0.54570009020666
ie,0.520620839400926
ie,0.234062775976895
ie,0.438013193683524
ie,0.303181925933903
ie,0.631996362239041
ie,0.337759277557319
ie,0.135439337756539
ie,0.559715235459544
ie,0.543704961002368
ie,0.291002749764405
ie,0.385381707987563
ie,0.106792843300422
ie,0.459475374374707
ie,0.561607957915715
ie,0.483132992690445
ie,0.453699800586867
ie,0.317065841310298
ie,0.269433770203745
ie,0.542511121082898
ie,0.487141947714806
ie,0.32705331505103
ie,0.353878487514718
ie,0.449015878798169
ie,0.236234363381916
ie,0.261748037789336
ie,0.156939996548936
ie,0.359218299895933
ie,0.390423237719961
ie,0.0949094549858174
ie,0.361359256760431
ie,0.553760279606266
ie2,0.00480041449637342
ie2,0.0890246606023172
ie2,-0.031677758601713
ie2,-0.0753885914915727
ie2,-0.0591054173620944
ie2,0.148420989601751
ie2,-0.0294375611473046
ie2,0.0956405569381827
ie2,0.0546599692206437
ie2,0.0395292367830775
ie2,0.201237168074019
ie2,0.0551129094631466
ie2,-0.0912166366297673
ie2,0.189712626493688
ie2,-0.0517197523384199
ie2,0.0419581815860463
ie2,0.0502516844458453
ie2,0.261194453534451
ie2,0.110939991422102
ilcp,0.0379091041894165
ilcp,0.191600325960142
ilcp,0.147933627403751
ilcp,0.47864968919323
ilcp,0.462546652174819
ilcp,0.385138692780967
ilcp,0.335724726276251
ilcp,0.155699336555716
ilcp,0.329141794330774
ilcp,0.242141234745803
ilcp,0.121270329419859
ilcp,0.267633685156527
ilcp,0.236654924275952
ilcp,0.240741631879741
ilcp,0.507317050605788
ilcp,0.431418588567288
ilcp,0.334675228489807
ilcp,0.0376283258010152
ilcp,0.568720352910381
ilcp,0.206280925617892
ilcp,0.378058492461742
ilcp,0.253910918073406
ilcp,0.324729458206147
ilcp,0.573621078693395
ilcp,0.382007757137069
ilcp,0.331785248729824
ilcp,0.184333592109434
ilcp,0.340625043821471
ilcp,0.34597591634416
nsf,0.474717980657228
nsf,0.504660117101764
nsf,0.548227839506116
nsf,0.424732922080639
nsf,0.438177402821169
nsf,0.493910376907005
nsf,0.427331538788485
nsf,0.236631891757617
nsf,0.602776663717702
nsf,0.336018777585099
nsf,0.633805116551128
nsf,0.397086770409427
nsf,0.424226881124302
nsf,0.493035150691498
nsf,0.166227728836387
nsf,0.0577587986616805
nsf,0.324527826652961
nsf,0.423764562943381
nsf,0.374416662362211
nsf,0.536466984704847
nsf,0.555804005909288
nsf,0.624875427913923
nsf,0.40242176203546
nsf,0.190755205924278
nsf,0.226924183213797
nsf,0.258187846512387
scebl,0.120915243369403
scebl,-0.187687075451975
scebl,0.397556296372905
scebl,0.0299722286504506
scebl,0.000257682377734335
scebl,0.213820108373906
scebl,0.156540511045019
scebl,0.261163496372506
scebl,0.487130467355133
scebl,0.161946808285453
scebl,0.13132733205271
scebl,-0.109333553777684
scebl,0.0675305755793403
scebl,0.273975090862042
scebl,-0.0493235612080141
scebl,0.0900672102960126
scebl,-0.00704342508823418
scebl,0.258006008563654
scebl,0.104556588073635
scebl,0.233460363241061
scebl,-1.6743302824252e-05
scebl,0.388168662080781
scebl,0.283395411494892
scebl,0.162130509906982
scebl,-0.0189131442510755
scebl,0.0231960840040547
